STUDY	BIOENTITY	PROPERTY_TYPE	PROPERTY_VALUE	SEMANTIC_TAG
Drop-seq, DroNc-seq, Fluidigm C1 Comparison	specimen_from_organism	organ	blood	http://purl.obolibrary.org/obo/UBERON_0000178
Drop-seq, DroNc-seq, Fluidigm C1 Comparison	specimen_from_organism	organ_parts	venous blood	http://purl.obolibrary.org/obo/UBERON_0013756
Fetal/Maternal Interface	donor_organism	development_stage	10th week post-fertilization human stage	http://purl.obolibrary.org/obo/HsapDv_0000047
Fetal/Maternal Interface	donor_organism	development_stage	adult	http://purl.obolibrary.org/obo/HsapDv_0000087
Fetal/Maternal Interface	donor_organism	development_stage	embryo at Carnegie stage 14	http://purl.obolibrary.org/obo/HsapDv_0000021
Fetal/Maternal Interface	donor_organism	development_stage	embryo at Carnegie stage 18	http://purl.obolibrary.org/obo/HsapDv_0000025
Fetal/Maternal Interface	donor_organism	development_stage	embryo at Carnegie stage 22	http://purl.obolibrary.org/obo/HsapDv_0000029
Fetal/Maternal Interface	donor_organism	development_stage	embryo at Carnegie stage 23	http://purl.obolibrary.org/obo/HsapDv_0000030
Fetal/Maternal Interface	donor_organism	diseases	Edwards syndrome	http://purl.obolibrary.org/obo/MONDO_0010336
Fetal/Maternal Interface	donor_organism	diseases	normal	http://purl.obolibrary.org/obo/PATO_0000461
Fetal/Maternal Interface	donor_organism	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
Fetal/Maternal Interface	donor_organism	gestational_age_unit	weeks	http://purl.obolibrary.org/obo/UO_0000034
Fetal/Maternal Interface	library_preparation_protocol	input_nucleic_acid_molecule	polyA RNA	http://purl.obolibrary.org/obo/OBI_0000869
Fetal/Maternal Interface	sequencing_protocol	instrument_manufacturer_model	Illumina HiSeq 2000	http://www.ebi.ac.uk/efo/EFO_0004203
Fetal/Maternal Interface	sequencing_protocol	instrument_manufacturer_model	Illumina HiSeq 4000	http://www.ebi.ac.uk/efo/EFO_0008563
Fetal/Maternal Interface	library_preparation_protocol	library_construction_method	Chromium 3' Single Cell v2	http://www.ebi.ac.uk/efo/EFO_0009899
Fetal/Maternal Interface	library_preparation_protocol	library_construction_method	Smart-seq2	http://www.ebi.ac.uk/efo/EFO_0008931
Fetal/Maternal Interface	collection_protocol	method	blood draw	http://www.ebi.ac.uk/efo/EFO_0009121
Fetal/Maternal Interface	enrichment_protocol	method	cell size selection	http://www.ebi.ac.uk/efo/EFO_0009337
Fetal/Maternal Interface	dissociation_protocol	method	enzymatic (collagenase V)	http://www.ebi.ac.uk/efo/EFO_0009128
Fetal/Maternal Interface	dissociation_protocol	method	enzymatic (trypsin/collagenase V)	http://www.ebi.ac.uk/efo/EFO_0009128
Fetal/Maternal Interface	dissociation_protocol	method	Ficoll-Hypaque gradient	http://www.ebi.ac.uk/efo/EFO_0009110
Fetal/Maternal Interface	enrichment_protocol	method	fluorescence-activated cell sorting	http://www.ebi.ac.uk/efo/EFO_0009108
Fetal/Maternal Interface	sequencing_protocol	method	full length single cell RNA sequencing	http://www.ebi.ac.uk/efo/EFO_0008441
Fetal/Maternal Interface	sequencing_protocol	method	tag based single cell RNA sequencing	http://www.ebi.ac.uk/efo/EFO_0008440
Fetal/Maternal Interface	specimen_from_organism	organ	blood	http://purl.obolibrary.org/obo/UBERON_0000178
Fetal/Maternal Interface	specimen_from_organism	organ	decidua	http://purl.obolibrary.org/obo/UBERON_0002450
Fetal/Maternal Interface	specimen_from_organism	organ	placenta	http://purl.obolibrary.org/obo/UBERON_0001987
Fetal/Maternal Interface	cell_suspension	selected_cell_types	CD45+	http://purl.obolibrary.org/obo/CL_0000738
Fetal/Maternal Interface	cell_suspension	selected_cell_types	myeloid cell	http://purl.obolibrary.org/obo/CL_0000763
Fetal/Maternal Interface	cell_suspension	selected_cell_types	NK cell	http://purl.obolibrary.org/obo/CL_0000623
Fetal/Maternal Interface	cell_suspension	selected_cell_types	PB	http://purl.obolibrary.org/obo/CL_2000001
Fetal/Maternal Interface	cell_suspension	selected_cell_types	T cell	http://purl.obolibrary.org/obo/CL_0000084
Healthy and type 2 diabetes pancreas	donor_organism	development_stage	adult	http://purl.obolibrary.org/obo/HsapDv_0000087
Healthy and type 2 diabetes pancreas	donor_organism	diseases	normal	http://purl.obolibrary.org/obo/PATO_0000461
Healthy and type 2 diabetes pancreas	donor_organism	diseases	type II diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148
Healthy and type 2 diabetes pancreas	donor_organism	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
Healthy and type 2 diabetes pancreas	library_preparation_protocol	input_nucleic_acid_molecule	polyA RNA	http://purl.obolibrary.org/obo/OBI_0000869
Healthy and type 2 diabetes pancreas	sequencing_protocol	instrument_manufacturer_model	Illumina HiSeq 2000	http://www.ebi.ac.uk/efo/EFO_0004203
Healthy and type 2 diabetes pancreas	library_preparation_protocol	library_construction_method	Smart-seq2	http://www.ebi.ac.uk/efo/EFO_0008931
Healthy and type 2 diabetes pancreas	enrichment_protocol	method	fluorescence-activated cell sorting	http://www.ebi.ac.uk/efo/EFO_0009108
Healthy and type 2 diabetes pancreas	sequencing_protocol	method	full length single cell RNA sequencing	http://www.ebi.ac.uk/efo/EFO_0008441
Healthy and type 2 diabetes pancreas	specimen_from_organism	organ	pancreas	http://purl.obolibrary.org/obo/UBERON_0001264
Healthy and type 2 diabetes pancreas	specimen_from_organism	organ_parts	islet of Langerhans	http://purl.obolibrary.org/obo/UBERON_0000006
Healthy and type 2 diabetes pancreas	donor_organism	organism_age_unit	year	http://purl.obolibrary.org/obo/UO_0000036
HealthyAndCirrhoticLiver	donor_organism	development_stage	adult	http://www.ebi.ac.uk/efo/EFO_0001272
HealthyAndCirrhoticLiver	donor_organism	development_stage	human adult stage	http://purl.obolibrary.org/obo/HsapDv_0000087
HealthyAndCirrhoticLiver	donor_organism	diseases	alcohol-related liver disease	http://purl.obolibrary.org/obo/MONDO_0021104
HealthyAndCirrhoticLiver	donor_organism	diseases	Hereditary Haemochromatosis	http://purl.obolibrary.org/obo/MONDO_0006507
HealthyAndCirrhoticLiver	donor_organism	diseases	liver cirrhosis	http://purl.obolibrary.org/obo/MONDO_0005155
HealthyAndCirrhoticLiver	donor_organism	diseases	non-alcoholic fatty liver disease	http://purl.obolibrary.org/obo/MONDO_0013209
HealthyAndCirrhoticLiver	donor_organism	diseases	normal	http://purl.obolibrary.org/obo/PATO_0000461
HealthyAndCirrhoticLiver	donor_organism	diseases	primary biliary cholangitis	http://purl.obolibrary.org/obo/MONDO_0005388
HealthyAndCirrhoticLiver	donor_organism	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
HealthyAndCirrhoticLiver	donor_organism	genus_species	Mus musculus	http://purl.obolibrary.org/obo/NCBITaxon_10090
HealthyAndCirrhoticLiver	library_preparation_protocol	input_nucleic_acid_molecule	polyA RNA	http://purl.obolibrary.org/obo/OBI_0000869
HealthyAndCirrhoticLiver	sequencing_protocol	instrument_manufacturer_model	Illumina HiSeq 4000	http://www.ebi.ac.uk/efo/EFO_0008563
HealthyAndCirrhoticLiver	library_preparation_protocol	library_construction_method	10X 3' v2 sequencing	http://www.ebi.ac.uk/efo/EFO_0009899
HealthyAndCirrhoticLiver	enrichment_protocol	method	antibody staining; fluorescence-activated cell sorting	http://www.ebi.ac.uk/efo/EFO_0009108
HealthyAndCirrhoticLiver	collection_protocol	method	blood draw	http://www.ebi.ac.uk/efo/EFO_0009121
HealthyAndCirrhoticLiver	collection_protocol	method	collecting specimen from organ postmortem	http://www.ebi.ac.uk/efo/EFO_0009627
HealthyAndCirrhoticLiver	dissociation_protocol	method	enzymatic digestion; mechanical dissociation; size selection	http://www.ebi.ac.uk/efo/EFO_0009128
HealthyAndCirrhoticLiver	collection_protocol	method	liver surgery biopsy	http://www.ebi.ac.uk/efo/EFO_0009120
HealthyAndCirrhoticLiver	sequencing_protocol	method	tag based single cell RNA sequencing	http://www.ebi.ac.uk/efo/EFO_0008440
HealthyAndCirrhoticLiver	specimen_from_organism	organ	Blood	http://purl.obolibrary.org/obo/UBERON_0000178
HealthyAndCirrhoticLiver	specimen_from_organism	organ	Liver	http://purl.obolibrary.org/obo/UBERON_0002107
HealthyAndCirrhoticLiver	donor_organism	organism_age_unit	week	http://purl.obolibrary.org/obo/UO_0000034
HealthyAndCirrhoticLiver	donor_organism	organism_age_unit	year	http://purl.obolibrary.org/obo/UO_0000036
HealthyAndCirrhoticLiver	cell_suspension	selected_cell_types	Leukocytes	http://purl.obolibrary.org/obo/CL_0000738
HealthyAndCirrhoticLiver	cell_suspension	selected_cell_types	Mononuclear Phagocyte	http://purl.obolibrary.org/obo/CL_0000234
HealthyAndCirrhoticLiver	cell_suspension	selected_cell_types	PBMC	http://purl.obolibrary.org/obo/CL_2000001
HealthyAndCirrhoticLiver	specimen_from_organism	storage_time_unit	minute	http://purl.obolibrary.org/obo/UO_0000031
HealthyAndCirrhoticLiver	donor_organism	strain	C57BL/6JCrl	http://www.ebi.ac.uk/efo/EFO_0005181
HPSI human cerebral organoids	donor_organism	age_unit	day	http://purl.obolibrary.org/obo/UO_0000033
HPSI human cerebral organoids	cell_line	cell_type	pluripotent stem cell	http://purl.obolibrary.org/obo/CL_0002248
HPSI human cerebral organoids	donor_organism	development_stage	adult	http://purl.obolibrary.org/obo/HsapDv_0000087
HPSI human cerebral organoids	donor_organism	disease	normal	http://purl.obolibrary.org/obo/PATO_0000461
HPSI human cerebral organoids	donor_organism	diseases	normal	http://purl.obolibrary.org/obo/PATO_0000461
HPSI human cerebral organoids	donor_organism	ethnicity	European, White, British	http://purl.obolibrary.org/obo/HANCESTRO_0462
HPSI human cerebral organoids	donor_organism	ethnicity	White - other, Ad Mixed American	http://purl.obolibrary.org/obo/HANCESTRO_0005
HPSI human cerebral organoids	donor_organism	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
HPSI human cerebral organoids	library_preparation_protocol	input_nucleic_acid_molecule	polyA RNA	http://purl.obolibrary.org/obo/OBI_0000869
HPSI human cerebral organoids	sequencing_protocol	instrument_manufacturer_model	Illumina HiSeq 2500	http://www.ebi.ac.uk/efo/EFO_0008565
HPSI human cerebral organoids	library_preparation_protocol	library_construction_method	Chromium 3' Single Cell v2	http://www.ebi.ac.uk/efo/EFO_0009899
HPSI human cerebral organoids	dissociation_protocol	method	Papain-based enzymatic dissociation	http://www.ebi.ac.uk/efo/EFO_0009128
HPSI human cerebral organoids	sequencing_protocol	method	tag based single cell RNA sequencing	http://www.ebi.ac.uk/efo/EFO_0008440
HPSI human cerebral organoids	organoid	model_organ	Brain	http://purl.obolibrary.org/obo/UBERON_0000955
HPSI human cerebral organoids	organoid	model_organ	stem cell	http://purl.obolibrary.org/obo/CL_0000034
HPSI human cerebral organoids	specimen_from_organism	organ	skin of body	http://purl.obolibrary.org/obo/UBERON_0002097
HPSI human cerebral organoids	specimen_from_organism	organ_parts	skin epidermis	http://purl.obolibrary.org/obo/UBERON_0001003
HPSI human cerebral organoids	donor_organism	organism_age_unit	year	http://purl.obolibrary.org/obo/UO_0000036
HPSI human cerebral organoids	cell_suspension	selected_cell_types	neural cell	http://purl.obolibrary.org/obo/CL_0002319
Human kidney allograft biopsy	donor_organism	development_stage	human adult stage	http://purl.obolibrary.org/obo/HsapDv_0000087
Human kidney allograft biopsy	donor_organism	diseases	normal	http://purl.obolibrary.org/obo/PATO_0000461
Human kidney allograft biopsy	donor_organism	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
Human kidney allograft biopsy	sequencing_protocol	instrument_manufacturer_model	Illumina HiSeq 2500	http://www.ebi.ac.uk/efo/EFO_0008565
Human kidney allograft biopsy	sequencing_protocol	instrument_manufacturer_model	Illumina NextSeq 500	http://www.ebi.ac.uk/efo/EFO_0009173
Human kidney allograft biopsy	library_preparation_protocol	library_construction_method	High-throughput single-cell labeling with indexing droplets	http://www.ebi.ac.uk/efo/EFO_0008780
Human kidney allograft biopsy	dissociation_protocol	method	density gradient centrifugation	http://www.ebi.ac.uk/efo/EFO_0009112
Human kidney allograft biopsy	collection_protocol	method	percutaneous kidney biopsy	http://www.ebi.ac.uk/efo/EFO_0009293
Human kidney allograft biopsy	sequencing_protocol	method	tag based single cell RNA sequencing	http://www.ebi.ac.uk/efo/EFO_0008440
Human kidney allograft biopsy	specimen_from_organism	organ	Kidney	http://purl.obolibrary.org/obo/UBERON_0002113
Human kidney allograft biopsy	donor_organism	organism_age_unit	year	http://purl.obolibrary.org/obo/UO_0000036
HumanAdiposeTissue	donor_organism	development_stage	adult	http://www.ebi.ac.uk/efo/EFO_0001272
HumanAdiposeTissue	donor_organism	development_stage	human adult stage	http://purl.obolibrary.org/obo/HsapDv_0000087
HumanAdiposeTissue	donor_organism	development_stage	infant	http://www.ebi.ac.uk/efo/EFO_0001355
HumanAdiposeTissue	donor_organism	diseases	normal	http://purl.obolibrary.org/obo/PATO_0000461
HumanAdiposeTissue	donor_organism	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
HumanAdiposeTissue	donor_organism	genus_species	Mus musculus	http://purl.obolibrary.org/obo/NCBITaxon_10090
HumanAdiposeTissue	library_preparation_protocol	input_nucleic_acid_molecule	polyA RNA	http://purl.obolibrary.org/obo/OBI_0000869
HumanAdiposeTissue	sequencing_protocol	instrument_manufacturer_model	Illumina HiSeq 2500	http://www.ebi.ac.uk/efo/EFO_0008565
HumanAdiposeTissue	library_preparation_protocol	library_construction_method	10X 3' v2 sequencing	http://www.ebi.ac.uk/efo/EFO_0009899
HumanAdiposeTissue	enrichment_protocol	method	cell size selection	http://www.ebi.ac.uk/efo/EFO_0009337
HumanAdiposeTissue	dissociation_protocol	method	enzymatic dissociation	http://www.ebi.ac.uk/efo/EFO_0009128
HumanAdiposeTissue	enrichment_protocol	method	fluorescence-activated cell sorting	http://www.ebi.ac.uk/efo/EFO_0009108
HumanAdiposeTissue	collection_protocol	method	surgical resection	http://www.ebi.ac.uk/efo/EFO_0009744
HumanAdiposeTissue	sequencing_protocol	method	tag based single cell RNA sequencing	http://www.ebi.ac.uk/efo/EFO_0008440
HumanAdiposeTissue	specimen_from_organism	organ	adipose tissue	http://purl.obolibrary.org/obo/UBERON_0001013
HumanAdiposeTissue	specimen_from_organism	organ_parts	axillary fat pad	http://purl.obolibrary.org/obo/UBERON_0015477
HumanAdiposeTissue	specimen_from_organism	organ_parts	inguinal fat pad	http://purl.obolibrary.org/obo/UBERON_0010410
HumanAdiposeTissue	specimen_from_organism	organ_parts	subcutaneous abdominal adipose tissue	http://purl.obolibrary.org/obo/UBERON_0014455
HumanAdiposeTissue	specimen_from_organism	organ_parts	white adipose tissue	http://purl.obolibrary.org/obo/UBERON_0001347
HumanAdiposeTissue	donor_organism	organism_age_unit	day	http://purl.obolibrary.org/obo/UO_0000033
HumanAdiposeTissue	donor_organism	organism_age_unit	week	http://purl.obolibrary.org/obo/UO_0000034
HumanAdiposeTissue	donor_organism	organism_age_unit	year	http://purl.obolibrary.org/obo/UO_0000036
HumanAdiposeTissue	cell_suspension	selected_cell_types	subcutaneous fat cell	http://purl.obolibrary.org/obo/CL_0002521
HumanAdiposeTissue	donor_organism	strain	129S6	http://www.ebi.ac.uk/efo/EFO_0000598
HumanAdiposeTissue	donor_organism	strain	C57BL/6J	http://www.ebi.ac.uk/efo/EFO_0000606
HumanAdultKidneyLiaoMo	donor_organism	development_stage	human adult stage	http://purl.obolibrary.org/obo/HsapDv_0000087
HumanAdultKidneyLiaoMo	donor_organism	diseases	Clear renal cell carcinoma	http://purl.obolibrary.org/obo/MONDO_0005005
HumanAdultKidneyLiaoMo	donor_organism	diseases	normal	http://purl.obolibrary.org/obo/PATO_0000461
HumanAdultKidneyLiaoMo	donor_organism	diseases	Papillary urothelial carcinoma of the renal pelvis	http://purl.obolibrary.org/obo/MONDO_0003716
HumanAdultKidneyLiaoMo	donor_organism	ethnicity	Chinese	http://purl.obolibrary.org/obo/HANCESTRO_0021
HumanAdultKidneyLiaoMo	donor_organism	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
HumanAdultKidneyLiaoMo	donor_organism	height_unit	cm	http://purl.obolibrary.org/obo/UO_0000015
HumanAdultKidneyLiaoMo	library_preparation_protocol	input_nucleic_acid_molecule	polyA RNA	http://purl.obolibrary.org/obo/OBI_0000869
HumanAdultKidneyLiaoMo	sequencing_protocol	instrument_manufacturer_model	Illumina HiSeq X Ten	http://www.ebi.ac.uk/efo/EFO_0008567
HumanAdultKidneyLiaoMo	library_preparation_protocol	library_construction_method	10X v2 sequencing	http://www.ebi.ac.uk/efo/EFO_0009310
HumanAdultKidneyLiaoMo	collection_protocol	method	biopsy	http://www.ebi.ac.uk/efo/EFO_0009120
HumanAdultKidneyLiaoMo	dissociation_protocol	method	enzymatic dissociation	http://www.ebi.ac.uk/efo/EFO_0009128
HumanAdultKidneyLiaoMo	sequencing_protocol	method	tag based single cell RNA sequencing	http://www.ebi.ac.uk/efo/EFO_0008440
HumanAdultKidneyLiaoMo	specimen_from_organism	organ	kidney	http://purl.obolibrary.org/obo/UBERON_0002113
HumanAdultKidneyLiaoMo	specimen_from_organism	organism_age_unit	year	http://purl.obolibrary.org/obo/UO_0000036
HumanAdultKidneyLiaoMo	specimen_from_organism	storage_time_unit	minute	http://purl.obolibrary.org/obo/UO_0000031
HumanAdultKidneyLiaoMo	donor_organism	weight_unit	kg	http://purl.obolibrary.org/obo/UO_0000009
HumanBrainSubstantiaNigra	donor_organism	development_stage	human adult stage	http://purl.obolibrary.org/obo/HsapDv_0000087
HumanBrainSubstantiaNigra	donor_organism	diseases	normal	http://purl.obolibrary.org/obo/PATO_0000461
HumanBrainSubstantiaNigra	donor_organism	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
HumanBrainSubstantiaNigra	library_preparation_protocol	input_nucleic_acid_molecule	polyA RNA	http://purl.obolibrary.org/obo/OBI_0000869
HumanBrainSubstantiaNigra	sequencing_protocol	instrument_manufacturer_model	Illumina HiSeq 4000	http://www.ebi.ac.uk/efo/EFO_0008563
HumanBrainSubstantiaNigra	library_preparation_protocol	library_construction_method	10x 3' v3 sequencing	http://www.ebi.ac.uk/efo/EFO_0009922
HumanBrainSubstantiaNigra	collection_protocol	method	dissection	http://www.ebi.ac.uk/efo/EFO_0003856
HumanBrainSubstantiaNigra	library_preparation_protocol	method	tag based single cell RNA sequencing	http://www.ebi.ac.uk/efo/EFO_0008440
HumanBrainSubstantiaNigra	specimen_from_organism	organ	brain	http://purl.obolibrary.org/obo/UBERON_0000955
HumanBrainSubstantiaNigra	specimen_from_organism	organ_parts	Cortex	http://purl.obolibrary.org/obo/UBERON_0001851
HumanBrainSubstantiaNigra	specimen_from_organism	organ_parts	Substania nigra	http://purl.obolibrary.org/obo/UBERON_0002038
HumanBrainSubstantiaNigra	specimen_from_organism	organ_parts	Substantia nigra	http://purl.obolibrary.org/obo/UBERON_0002038
HumanBrainSubstantiaNigra	donor_organism	organism_age_unit	year	http://purl.obolibrary.org/obo/UO_0000036
HumanColonicMesenchymeIBD	donor_organism	development_stage	adult	http://www.ebi.ac.uk/efo/EFO_0001272
HumanColonicMesenchymeIBD	donor_organism	development_stage	adult	http://purl.obolibrary.org/obo/HsapDv_0000087
HumanColonicMesenchymeIBD	donor_organism	diseases	DSS-induced Colitis	http://purl.obolibrary.org/obo/MONDO_0005292
HumanColonicMesenchymeIBD	donor_organism	diseases	normal	http://purl.obolibrary.org/obo/PATO_0000461
HumanColonicMesenchymeIBD	donor_organism	diseases	Ulcerative Colitis	http://purl.obolibrary.org/obo/MONDO_0005101
HumanColonicMesenchymeIBD	donor_organism	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
HumanColonicMesenchymeIBD	donor_organism	genus_species	Mus musculus	http://purl.obolibrary.org/obo/NCBITaxon_10090
HumanColonicMesenchymeIBD	library_preparation_protocol	input_nucleic_acid_molecule	polyA RNA	http://purl.obolibrary.org/obo/OBI_0000869
HumanColonicMesenchymeIBD	sequencing_protocol	instrument_manufacturer_model	Illumina HiSeq 2500	http://www.ebi.ac.uk/efo/EFO_0008565
HumanColonicMesenchymeIBD	sequencing_protocol	instrument_manufacturer_model	Illumina HiSeq 4000	http://www.ebi.ac.uk/efo/EFO_0008563
HumanColonicMesenchymeIBD	library_preparation_protocol	library_construction_method	10X 3' v2 sequencing	http://www.ebi.ac.uk/efo/EFO_0009899
HumanColonicMesenchymeIBD	library_preparation_protocol	library_construction_method	Smart-Seq	http://www.ebi.ac.uk/efo/EFO_0008930
HumanColonicMesenchymeIBD	collection_protocol	method	biopsy	http://www.ebi.ac.uk/efo/EFO_0009120
HumanColonicMesenchymeIBD	dissociation_protocol	method	enzymatic dissociation	http://www.ebi.ac.uk/efo/EFO_0009128
HumanColonicMesenchymeIBD	dissociation_protocol	method	enzymatic dissociation (Collagenase VIII)	http://www.ebi.ac.uk/efo/EFO_0009128
HumanColonicMesenchymeIBD	sequencing_protocol	method	full length single cell RNA sequencing	http://www.ebi.ac.uk/efo/EFO_0008441
HumanColonicMesenchymeIBD	enrichment_protocol	method	MACS	http://www.ebi.ac.uk/efo/EFO_0009109
HumanColonicMesenchymeIBD	dissociation_protocol	method	mechanical dissociation	http://www.ebi.ac.uk/efo/EFO_0009129
HumanColonicMesenchymeIBD	collection_protocol	method	organ extraction	http://www.ebi.ac.uk/efo/EFO_0009124
HumanColonicMesenchymeIBD	enrichment_protocol	method	size selection	http://www.ebi.ac.uk/efo/EFO_0009337
HumanColonicMesenchymeIBD	sequencing_protocol	method	tag based single cell RNA sequencing	http://www.ebi.ac.uk/efo/EFO_0008440
HumanColonicMesenchymeIBD	specimen_from_organism	organ	colon	http://purl.obolibrary.org/obo/UBERON_0001155
HumanColonicMesenchymeIBD	specimen_from_organism	organ_parts	lamina propria of mucosa of colon	http://purl.obolibrary.org/obo/UBERON_0007177
HumanColonicMesenchymeIBD	donor_organism	organism_age_unit	week	http://purl.obolibrary.org/obo/UO_0000034
HumanColonicMesenchymeIBD	donor_organism	organism_age_unit	year	http://purl.obolibrary.org/obo/UO_0000036
HumanColonicMesenchymeIBD	cell_suspension	selected_cell_types	stromal cell	http://purl.obolibrary.org/obo/CL_0000499
HumanColonicMesenchymeIBD	donor_organism	strain	C57BL/6J	http://www.ebi.ac.uk/efo/EFO_0000606
HumanFirstTrimesterPlacentaDecidua	donor_organism	development_stage	embryonic human stage	http://purl.obolibrary.org/obo/HsapDv_0000002
HumanFirstTrimesterPlacentaDecidua	donor_organism	development_stage	fetal stage	http://purl.obolibrary.org/obo/HsapDv_0000037
HumanFirstTrimesterPlacentaDecidua	donor_organism	development_stage	human adult stage	http://purl.obolibrary.org/obo/HsapDv_0000087
HumanFirstTrimesterPlacentaDecidua	donor_organism	diseases	normal	http://purl.obolibrary.org/obo/PATO_0000461
HumanFirstTrimesterPlacentaDecidua	donor_organism	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
HumanFirstTrimesterPlacentaDecidua	donor_organism	gestational_age_unit	week	http://purl.obolibrary.org/obo/UO_0000034
HumanFirstTrimesterPlacentaDecidua	library_preparation_protocol	input_nucleic_acid_molecule	polyA RNA	http://purl.obolibrary.org/obo/OBI_0000869
HumanFirstTrimesterPlacentaDecidua	sequencing_protocol	instrument_manufacturer_model	Illumina HiSeq 2500	http://www.ebi.ac.uk/efo/EFO_0008565
HumanFirstTrimesterPlacentaDecidua	sequencing_protocol	instrument_manufacturer_model	Illumina NextSeq 500	http://www.ebi.ac.uk/efo/EFO_0009173
HumanFirstTrimesterPlacentaDecidua	library_preparation_protocol	library_construction_method	10X 3' v2 sequencing	http://www.ebi.ac.uk/efo/EFO_0009899
HumanFirstTrimesterPlacentaDecidua	library_preparation_protocol	library_construction_method	Drop-Seq	http://www.ebi.ac.uk/efo/EFO_0008722
HumanFirstTrimesterPlacentaDecidua	collection_protocol	method	dissection	http://www.ebi.ac.uk/efo/EFO_0003856
HumanFirstTrimesterPlacentaDecidua	dissociation_protocol	method	enzymatic dissociation	http://www.ebi.ac.uk/efo/EFO_0009128
HumanFirstTrimesterPlacentaDecidua	dissociation_protocol	method	mechanical dissociation	http://www.ebi.ac.uk/efo/EFO_0009129
HumanFirstTrimesterPlacentaDecidua	enrichment_protocol	method	size selection	http://www.ebi.ac.uk/efo/EFO_0009337
HumanFirstTrimesterPlacentaDecidua	sequencing_protocol	method	tag based single cell RNA sequencing	http://www.ebi.ac.uk/efo/EFO_0008440
HumanFirstTrimesterPlacentaDecidua	specimen_from_organism	organ	chorion membrane	http://purl.obolibrary.org/obo/UBERON_0001987
HumanFirstTrimesterPlacentaDecidua	specimen_from_organism	organ	Decidua	http://purl.obolibrary.org/obo/UBERON_0001987
HumanFirstTrimesterPlacentaDecidua	specimen_from_organism	organ_parts	chorionic villus	http://purl.obolibrary.org/obo/UBERON_0007106
HumanFirstTrimesterPlacentaDecidua	specimen_from_organism	organ_parts	decidua	http://purl.obolibrary.org/obo/UBERON_0002450
HumanHematopoieticProfiling	cell_line	cell_type	CD34-positive, CD38-negative hematopoietic stem cell	http://purl.obolibrary.org/obo/CL_0001024
HumanHematopoieticProfiling	donor_organism	development_stage	adult	http://purl.obolibrary.org/obo/HsapDv_0000087
HumanHematopoieticProfiling	donor_organism	diseases	normal	http://purl.obolibrary.org/obo/PATO_0000461
HumanHematopoieticProfiling	donor_organism	ethnicity	African American	http://purl.obolibrary.org/obo/HANCESTRO_0568
HumanHematopoieticProfiling	donor_organism	ethnicity	European	http://purl.obolibrary.org/obo/HANCESTRO_0005
HumanHematopoieticProfiling	donor_organism	ethnicity	Hispanic	http://purl.obolibrary.org/obo/HANCESTRO_0014
HumanHematopoieticProfiling	donor_organism	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
HumanHematopoieticProfiling	donor_organism	height_unit	meter	http://purl.obolibrary.org/obo/UO_0000008
HumanHematopoieticProfiling	library_preparation_protocol	input_nucleic_acid_molecule	polyA RNA	http://purl.obolibrary.org/obo/OBI_0000869
HumanHematopoieticProfiling	sequencing_protocol	instrument_manufacturer_model	Illumina HiSeq 2500	http://www.ebi.ac.uk/efo/EFO_0008565
HumanHematopoieticProfiling	library_preparation_protocol	library_construction_method	10X 3' v2 sequencing	http://www.ebi.ac.uk/efo/EFO_0009899
HumanHematopoieticProfiling	collection_protocol	method	bone marrow aspiration	http://www.ebi.ac.uk/efo/EFO_0009292
HumanHematopoieticProfiling	enrichment_protocol	method	fluorescence-activated cell sorting	http://www.ebi.ac.uk/efo/EFO_0009108
HumanHematopoieticProfiling	sequencing_protocol	method	tag-based single cell RNA sequencing	http://www.ebi.ac.uk/efo/EFO_0008440
HumanHematopoieticProfiling	cell_line/organoid	model_organ	bone marrow	http://purl.obolibrary.org/obo/UBERON_0002371
HumanHematopoieticProfiling	specimen_from_organism	organ	bone marrow	http://purl.obolibrary.org/obo/UBERON_0002371
HumanHematopoieticProfiling	donor_organism	organism_age_unit	year	http://purl.obolibrary.org/obo/UO_0000036
HumanHematopoieticProfiling	cell_suspension	selected_cell_types	CD34-positive, CD38-negative hematopoietic stem cell	http://purl.obolibrary.org/obo/CL_0001024
HumanHematopoieticProfiling	donor_organism	weight_unit	kilogram	http://purl.obolibrary.org/obo/UO_0000009
HumanLiverImmuneCells_GSE125188	donor_organism	development_stage	human adult stage	http://purl.obolibrary.org/obo/HsapDv_0000087
HumanLiverImmuneCells_GSE125188	donor_organism	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
